"","A1_FakiAligned","A2_FakiAligned","A2_UntxAligned","A3_FakiAligned","A3_UntxAligned","B1_FakiAligned","B1_UntxAligned","B2_FakiAligned","B3_FakiAligned","B3_UntxAligned","FAKinh_1_ItgB4Aligned","FAKinh_2_ItgB4Aligned","FAKinh_3_ItgB4Aligned","UnTx1_ItgB4Aligned","UnTx3_ItgB4Aligned"
"BC026585",400,596,71,613,443,47,35,92,50,26,21,196,110,40,115
"BC026590",920,1280,1874,1007,1152,1823,1605,2409,1606,1583,1495,1322,1844,1454,1663
"BC027072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC027231",304,524,1047,465,839,1242,1076,1049,1203,1010,946,839,1277,722,717
"BC028528",42,63,17,51,96,14,0,11,2,8,54,61,65,16,61
"BC029214",1168,965,695,1163,923,1004,606,1092,877,705,1176,1150,1456,867,846
"BC029722",1336,937,1571,1263,1218,1664,1578,1435,1618,1335,1623,1723,1896,2128,1730
"BC030307",41,170,92,171,205,150,148,157,131,178,135,187,193,291,179
"BC030336",969,1525,839,1328,1171,791,681,793,874,735,876,574,917,419,419
"BC030476",0,0,0,1,8,0,0,0,0,0,0,0,0,0,6
"BC030500",0,1,0,0,0,0,0,0,0,0,12,0,0,3,0
"BC030867",35,102,389,13,336,68,286,175,53,259,85,83,94,251,234
"BC030870",15,23,859,12,520,970,554,1036,768,1022,909,1583,535,293,686
"BC031181",2970,3043,4826,2967,4735,5724,4000,6240,5063,4807,7822,8221,8092,5559,5717
"BC031361",67,38,122,62,84,221,208,191,209,221,310,174,281,131,114
"BC033916",4,22,6,5,19,6,0,4,0,0,0,16,3,12,14
"BC035044",65,186,150,48,479,11,14,23,9,18,129,38,182,59,230
"BC037032",230,89,305,187,261,223,216,240,150,207,113,58,158,81,145
"BC037034",225,357,366,194,563,343,283,501,433,376,451,406,416,322,295
"BC037704",98,72,242,98,157,99,125,88,102,89,140,46,100,51,104
"BC039771",8,3,10,13,12,7,2,9,9,12,4,6,1,0,10
"BC039966",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BC048403",109,192,209,146,185,130,113,170,169,163,96,85,182,268,105
"BC048502",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BC048507",8,2,8,7,8,1,1,0,4,1,5,0,2,1,1
"BC048546",0,0,15,0,14,8,45,23,17,8,35,0,19,31,0
"BC048562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC048602",10,5,0,1,8,0,0,0,0,0,0,0,0,0,2
"BC048609",0,0,4,0,0,1,0,0,1,5,0,0,0,0,5
"BC048644",0,2,0,0,1,0,6,3,0,0,1,0,5,7,0
"BC048671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC048679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC048943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC049352",0,0,2,0,51,0,2,1,0,0,17,13,21,3,3
"BC049635",303,221,9,261,185,0,0,0,0,0,6,0,0,0,0
"BC049715",34,35,45,11,93,101,70,98,141,45,82,73,47,16,24
"BC049730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC049762",0,0,5,4,2,7,19,14,9,15,20,3,29,46,0
"BC051019",108,27,68,76,72,43,34,45,22,21,4,27,27,11,2
"BC051070",1,0,0,1,0,10,8,0,22,1,7,0,34,0,0
"BC051142",42,22,0,16,2,0,0,0,0,1,0,0,7,0,0
"BC051226",33,8,28,47,45,25,54,44,24,66,67,27,41,13,47
"BC051537",0,10,2,0,6,0,3,0,10,4,4,10,4,3,1
"BC051628",0,0,0,0,0,4,0,3,1,7,0,0,0,0,0
"BC051665",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"BC052040",258,520,1398,458,757,1145,1064,1829,1011,1193,538,749,616,668,980
"BC052688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC053393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC053749",213,376,650,298,582,351,563,689,342,623,303,504,363,650,420
"BC055111",0,6,0,0,9,6,3,6,15,14,0,0,14,15,21
"BC055324",401,461,570,346,774,429,677,877,347,906,271,603,254,709,916
"BC055402",26,70,0,43,33,0,0,0,0,0,0,0,0,0,0
"BC056474",762,784,1211,781,1394,796,1089,1136,843,1128,1166,1544,1113,1438,1655
"BC061194",0,0,2,4,1,0,1,0,0,0,0,0,0,18,1
"BC061212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC061237",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BC064078",40,91,299,59,127,427,242,391,383,235,194,189,261,69,192
"BC065397",136,141,177,229,136,219,194,284,247,205,107,141,228,98,207
"BC068157",10,24,16,17,25,61,14,14,58,12,43,22,37,9,43
"BC068281",306,204,103,301,159,94,62,77,65,94,124,28,92,102,181
"BC080695",0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"BC089491",0,0,0,0,0,0,4,5,1,0,0,0,0,0,0
"BC089597",0,3,0,0,3,1,1,0,4,6,17,19,17,0,0
"BC090627",0,0,0,0,1,0,0,0,0,1,0,0,0,1,2
"BC094916",33,63,1,37,35,1,8,0,0,15,2,0,2,0,12
"BC096441",56,34,12,42,35,8,10,6,16,6,7,6,11,4,12
"BC100451",320,229,47,190,238,23,54,64,69,89,10,24,31,59,158
"BC100530",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"BC107364",0,0,8,0,11,14,2,13,6,9,20,74,21,4,0
"BC117090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BC125332",0,0,12,0,13,17,17,7,9,31,0,0,17,1,41
"BC147527",154,306,14,97,190,9,1,4,4,14,56,19,57,0,21
"Baalc",0,16,12,14,14,1,8,2,4,12,1,8,2,28,0
"Baat",0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
"Baat1",16,12,22,15,16,15,10,14,26,16,9,7,12,20,11
"Babam1",2788,2768,3538,2822,3352,2259,2157,3126,1942,2780,2509,2998,2565,2568,3114
"Bace1",2672,3119,1111,3391,2691,637,587,1121,651,955,841,1004,831,669,1111
"Bace2",1238,2422,3567,1545,2856,6050,3177,6823,5664,4580,1620,1410,1789,1020,2333
"Bach1",1617,1187,1858,2181,3645,2445,2400,1832,2740,1875,1609,932,2355,1619,1618
"Bach2",408,829,337,688,746,367,152,243,355,87,188,136,377,127,312
"Bad",1638,1246,1559,1197,1550,772,873,1311,673,1405,1294,1710,1221,1215,1075
"Bag1",9615,8340,10340,10245,10479,8018,6147,10719,6946,8005,8793,10532,8632,6530,8335
"Bag2",1139,1435,2801,1257,1852,4613,2649,4477,4640,2472,3165,3254,4206,2680,2541
"Bag3",30888,17318,7360,34071,18436,15249,6516,6313,16159,6581,11447,4771,16124,10331,12912
"Bag4",1248,1775,2066,1254,2506,2270,2330,2935,2204,2605,1253,2029,2378,1633,1766
"Bag5",3486,3800,3305,3577,3064,4748,3215,3933,4534,2738,3637,3570,4820,3322,3173
"Bag6",1781,2693,4035,2283,5104,5044,4263,4742,4661,4681,3312,2848,4058,6089,5754
"Bahcc1",39,142,134,108,301,163,120,174,176,260,195,163,153,184,194
"Bahd1",680,1215,1925,1149,1648,2614,1592,1638,2801,1451,1719,1081,2071,2451,1975
"Bai1",14,59,178,39,165,29,17,97,17,27,0,0,0,7,89
"Bai2",93,306,11,195,191,0,0,9,1,7,56,25,0,0,30
"Bai3",0,24,0,0,2,0,0,0,0,0,0,0,0,0,0
"Baiap2",9434,4714,17690,9552,11579,22253,13162,19931,20823,13693,11459,9580,13131,16663,14772
"Baiap2l1",712,540,2933,746,1331,5633,2343,4403,5445,2438,1555,1418,2120,1087,1135
"Baiap2l2",19,0,0,0,1,7,11,6,6,6,0,11,0,1,0
"Baiap3",77,261,83,130,19,9,2,16,5,0,115,3,25,17,19
"Bak1",16,27,31,17,75,28,26,28,17,29,20,9,7,4,20
"Bambi",9811,4994,2902,11418,5060,3359,2518,3349,3320,3074,2503,1738,3057,1729,3289
"Bambi-ps1",21,12,16,39,26,41,22,24,34,24,43,10,57,0,0
"Banf1",1899,1924,3831,1710,3551,2336,2874,2935,1897,3111,2355,2958,2410,3621,4586
"Banf2",0,0,0,0,1,0,0,0,0,2,12,1,0,0,4
"Bank1",149,2429,333,205,696,241,259,463,154,347,340,376,471,282,214
"Banp",1141,1158,3517,1408,1943,3128,2548,1853,3172,1788,1709,1202,2292,2148,2330
"Bap1",3678,4173,6541,4029,5661,7176,5225,6747,6521,6019,4962,4978,5857,6855,5556
"Bard1",188,56,401,58,252,68,181,242,125,174,94,100,47,156,180
"Barhl1",0,2,1,0,17,2,0,1,2,0,0,0,4,0,3
"Barhl2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Barx1",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barx2",0,0,29,0,26,8,1,21,5,17,0,10,0,0,0
"Basp1",7039,8904,15600,7626,28201,15989,10895,7107,14050,9633,12462,11148,16658,11119,15249
"Batf",201,381,383,391,1232,74,69,58,77,153,379,298,339,52,262
"Batf2",70,107,96,95,243,6,17,11,6,23,9,58,60,0,49
"Batf3",203,152,213,114,376,172,202,215,76,212,237,158,227,163,259
"Bax",2510,2227,2330,2398,3406,1432,1935,1869,1088,1991,1816,2101,1996,2323,3085
"Baz1a",1543,1651,4320,2100,5361,7500,4834,4046,7525,4005,3789,2439,4890,2426,2839
"Baz1b",3074,4981,8460,4986,8078,7120,6064,7636,7021,7617,4056,4299,5190,4372,5709
"Baz2a",1039,1910,3105,964,3018,3280,2488,3448,3328,2677,2367,2787,2648,2473,2775
"Baz2b",4243,4640,3625,5708,7614,4449,3373,4631,4580,3715,2683,2652,4110,1078,2332
"Bbc3",1123,776,1943,1229,2234,1054,1808,818,884,1125,894,750,1260,2711,2315
"Bbip1",1077,675,1107,1238,1447,1259,1548,1704,1315,1632,1533,1681,1809,796,1154
"Bbox1",4,9,68,0,46,51,64,109,49,49,60,25,5,133,110
"Bbs1",416,533,423,216,348,199,175,426,177,248,165,71,52,311,298
"Bbs10",149,153,53,52,232,104,56,91,41,125,60,69,28,92,51
"Bbs12",374,340,178,599,443,134,322,223,157,325,83,21,122,273,292
"Bbs2",1030,1297,582,1269,894,1126,681,1101,865,845,1125,1217,1006,798,592
"Bbs4",1339,1289,1477,1695,1320,1827,1175,1638,1761,1487,1415,1849,1574,708,1075
"Bbs5",603,478,388,559,525,390,245,417,339,466,511,407,327,250,328
"Bbs7",604,449,526,825,746,477,439,650,431,635,309,101,303,198,393
"Bbs9",2146,2135,3214,2516,2411,2974,2493,3201,2718,2535,1641,1757,2220,2193,1715
"Bbx",4375,4011,2898,4154,6141,2895,2466,3978,2863,3021,2255,3178,3049,972,3383
"Bc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bcam",250,661,5866,548,3066,4287,3335,7030,4124,4282,896,760,1073,1531,2893
"Bcan",0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
"Bcap29",1124,1502,1001,1303,1690,1438,808,1466,1256,1237,1054,1610,1510,169,621
"Bcap31",7556,7897,10951,8326,10441,9624,8681,13360,8700,10309,9574,12787,10607,9832,9799
"Bcar1",3437,2381,15065,3311,7348,8263,11202,6547,8604,7033,3078,2332,3853,8089,7529
"Bcar3",430,2101,4507,429,1880,4579,3772,5723,4179,3841,2172,3240,2476,2540,2843
"Bcas1",9,7,113,9,126,261,74,285,308,127,114,46,39,27,121
"Bcas2",2665,2895,4187,2929,4292,5399,4548,5302,5338,4582,4774,4560,5518,4547,4953
"Bcas3",1884,1527,2835,2014,1777,2059,1863,3016,2185,2244,2321,3959,2654,3175,2887
"Bcat1",72,333,69,106,322,5,2,0,9,3,9,28,0,0,36
"Bcat2",1430,2092,5330,1534,3736,3975,3592,4517,3643,4691,5664,9984,5914,7827,6037
"Bccip",2787,2959,3035,3326,3092,3960,2766,3774,3820,3512,4576,4809,4871,3366,3104
"Bcdin3d",165,180,379,304,297,295,292,301,253,303,240,219,171,445,312
"Bche",295,561,105,619,340,40,8,261,44,52,300,139,66,4,85
"Bckdha",3119,3032,7451,3307,5019,5328,5116,7201,4993,6970,9214,10845,9528,9605,9704
"Bckdhb",701,627,1109,494,917,1434,973,1569,1082,1362,1664,2272,1595,1743,1557
"Bckdk",2917,4238,7522,3154,4878,4824,4953,7431,4393,6143,7240,10491,6426,8559,7968
"Bcl10",8406,6016,13588,8403,10026,18090,13021,11614,16715,10626,10454,5194,14156,11974,11328
"Bcl11a",45,301,100,8,186,21,9,183,4,15,47,46,13,3,37
"Bcl11b",258,989,50,305,48,13,0,25,5,3,31,1,106,1,0
"Bcl2",5586,4988,978,6621,4023,538,482,948,547,640,543,468,859,201,1183
"Bcl2a1a",76,178,323,224,1347,31,46,35,35,96,364,305,423,160,502
"Bcl2a1b",582,1115,1599,952,6586,245,341,217,169,560,1382,1801,1724,579,2138
"Bcl2a1c",0,0,2,1,4,0,1,0,0,0,10,0,0,0,0
"Bcl2a1d",110,360,581,269,2494,70,131,31,32,198,432,492,521,339,779
"Bcl2l1",2918,4043,6798,3868,9270,4196,4901,8165,4112,5760,3744,5609,4188,5102,7328
"Bcl2l10",0,0,0,0,0,3,1,0,0,1,0,7,0,12,0
"Bcl2l11",4292,8444,4878,5185,13882,1798,1695,2011,1734,2261,3844,3361,3442,2551,5075
"Bcl2l12",343,337,388,208,299,268,334,398,198,325,241,247,299,350,324
"Bcl2l13",1502,3143,7692,2222,4300,7818,6436,7813,7587,6768,5696,4766,6346,7782,6269
"Bcl2l14",225,491,11547,468,5283,28156,10854,22437,26541,10579,19566,13691,25081,14111,12194
"Bcl2l15",26,103,45,13,45,7,1,2,3,12,11,0,2,10,15
"Bcl2l2",230,146,261,167,525,230,251,231,275,298,482,528,363,367,353
"Bcl3",2351,2009,6727,2464,5529,4946,5300,2604,4955,3381,2414,1170,2920,4307,5019
"Bcl6",1871,2396,4447,2904,4566,3806,3500,2228,3785,2646,3066,1905,3996,3712,3786
"Bcl6b",434,575,91,279,757,86,116,122,102,115,23,75,73,92,142
"Bcl7a",283,80,271,171,459,474,362,610,487,424,333,374,378,373,236
"Bcl7b",2785,2981,3287,2515,3065,2974,2167,2644,2766,2387,2354,2138,2851,2685,2680
"Bcl7c",1772,1580,1242,1576,1529,1199,1074,1350,1165,1081,886,672,1197,807,1121
"Bcl9",220,312,488,213,335,530,295,492,501,439,487,401,305,371,481
"Bcl9l",380,573,638,720,1033,342,558,607,472,574,360,303,250,705,554
"Bclaf1",11898,10992,10998,17478,15958,22863,12239,19505,21623,16465,17825,15888,22729,5113,8252
"Bcmo1",0,14,31,19,60,58,16,59,31,43,51,54,52,0,86
"Bco2",132,129,140,118,199,134,76,194,118,148,136,215,257,126,206
"Bcor",1071,1765,1944,1671,3948,1965,1876,2166,1824,2468,1230,1707,1515,2031,2263
"Bcorl1",249,132,239,120,405,169,91,122,212,192,38,130,126,44,81
"Bcr",346,460,885,318,983,965,1016,886,979,915,567,685,656,1571,935
"Bcs1l",361,508,488,344,525,306,340,599,268,513,357,604,453,718,565
"Bdh1",204,130,302,199,354,262,421,447,233,398,180,282,200,330,315
"Bdh2",3878,1918,209,3945,1249,5,7,18,3,21,73,30,73,57,280
"Bdkrb1",501,481,64,622,724,4,10,24,3,24,27,1,2,12,90
"Bdkrb2",371,328,122,404,745,47,11,67,26,37,35,24,91,120,446
"Bdnf",89,31,77,48,38,11,1,9,2,14,84,126,73,0,6
"Bdp1",2993,2871,3437,3346,4670,5272,3610,4521,5212,3220,3306,3271,4341,1616,1851
"Bean1",100,202,0,87,24,0,0,0,0,0,0,0,0,0,0
"Becn1",5493,5203,6791,5923,5880,7690,5283,8049,7410,6522,6031,6562,6936,5090,6178
"Begain",209,135,69,101,142,0,12,0,0,3,0,0,1,0,0
"Bend3",188,629,432,219,735,304,404,390,296,351,94,242,222,493,643
"Bend4",358,458,251,354,429,135,163,329,119,347,104,223,229,66,320
"Bend5",942,737,768,1101,961,884,780,741,786,1011,1312,1469,1496,832,1280
"Bend6",271,328,29,192,328,14,0,0,0,7,42,85,119,0,38
"Bend7",418,490,392,830,742,420,305,469,479,414,386,366,368,356,552
"Best1",635,825,172,601,370,37,20,98,59,23,125,93,152,43,61
"Best2",0,0,40,0,19,38,8,130,47,29,3,1,8,0,0
"Best3",30,27,0,0,8,10,6,8,18,6,50,0,4,0,16
"Bet1",1369,1692,2105,1413,2564,2210,1812,2679,1809,2746,3907,4762,3426,2349,2463
"Bet1l",1362,1454,1411,1350,1682,1374,1170,1626,1068,1138,1730,2551,1847,1854,1683
"Bet3l",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Beta-s",69293,9129,18548,208561,3878,8421,195,2633,21617,765,97264,11578,100082,746,14865
"Bex1",73,44,2631,136,707,1851,2307,2714,1818,1538,1322,736,1655,1473,1350
"Bex2",11,31,178,25,79,215,140,200,158,148,168,101,137,138,175
"Bex4",0,14,355,17,134,416,345,649,406,362,844,573,759,277,403
"Bex6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bfar",2870,3135,2205,3341,3682,2581,1903,2500,2291,2143,2694,3564,3413,1161,2237
"Bfsp1",212,316,41,273,270,12,31,11,2,38,3,89,25,31,73
"Bfsp2",0,10,0,8,15,0,0,0,0,0,4,0,0,0,0
"Bglap",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bglap2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bglap3",2,4,96,1,88,38,68,129,18,85,111,134,136,108,105
"Bgn",32303,27068,7088,37256,26765,34,126,82,63,266,696,625,1062,1276,3990
"Bhlha15",208,1614,2965,406,1460,3340,2074,3406,3110,2295,4578,7233,4897,4173,4088
"Bhlha9",0,0,0,0,0,4,1,2,0,1,0,0,0,0,0
"Bhlhb9",2009,2288,1636,2585,2078,1842,1204,2174,1673,2034,1725,1127,1881,1113,1253
"Bhlhe22",60,0,16,17,7,1,10,0,0,0,0,0,0,0,9
"Bhlhe23",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"Bhlhe40",48582,37562,11047,56049,32057,4362,6296,5539,4542,3872,5688,4904,7625,5669,15949
"Bhlhe41",489,670,465,591,786,450,490,633,345,411,260,84,174,174,230
"Bhmt",6,28,32,18,0,8,4,6,12,1,9,0,17,7,2
"Bhmt2",0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"Bicc1",5903,5671,910,6753,5473,89,109,203,114,156,145,40,97,4,589
"Bicd1",607,1123,1473,919,1312,2111,1579,2928,1928,2003,1424,2490,1429,716,854
"Bicd2",5515,6127,4351,6664,5603,5146,2792,3969,5490,3478,2438,2379,3813,2766,3098
"Bid",792,729,1537,520,1593,1353,1619,1204,1237,1529,1077,1413,1088,1310,1953
"Bik",58,70,1214,90,518,1273,1053,1884,1155,955,723,938,754,843,996
"Bin1",3440,4047,2426,4564,5520,2654,1850,1984,2181,2003,3022,2682,3180,2161,2873
"Bin2",535,2299,415,531,1158,109,93,139,98,135,709,919,762,1,342
"Bin3",1817,1704,1808,1878,2459,2262,1558,2463,1880,1984,2216,2528,2629,1448,1892
"Birc2",4136,4223,6556,5218,8556,8672,5829,10690,7616,8484,8043,8418,9991,3823,5276
"Birc3",8565,7393,6212,10780,15091,4915,4740,5007,5005,4846,5453,6103,6735,3691,5691
"Birc5",129,516,1749,178,1787,399,1834,1389,377,2109,290,797,209,1920,1902
"Birc6",2375,3970,5106,3782,7405,5701,4506,7156,5868,5792,4990,8030,6787,3068,5170
"Birc7",0,10,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bivm",313,759,795,544,636,937,814,1186,992,1233,1093,1528,1043,570,803
"Blcap",1430,2155,2462,1993,2545,3925,2797,2294,4443,2199,2878,1173,3635,3448,2882
"Blk",170,726,3,170,118,2,0,0,0,2,0,0,0,0,93
"Blm",161,605,1160,506,1396,1261,1403,1416,1124,1469,799,747,943,762,771
"Blmh",1581,2499,2676,2249,3159,2629,2108,3062,2509,2826,2117,2313,2888,2516,3347
"Blnk",1000,2816,18895,1585,7445,31056,17283,19100,31893,13568,17369,10298,21397,16949,14280
"Bloc1s1",1174,892,605,1128,897,438,374,533,331,516,373,375,378,249,494
"Bloc1s2a",416,425,553,384,484,615,507,691,612,651,782,956,887,643,696
"Bloc1s3",323,454,717,339,532,412,445,651,392,626,457,586,528,548,617
"Bloc1s4",1365,1303,941,1157,1586,1028,1145,1084,1080,925,940,1015,1114,953,1049
"Bloc1s5",949,880,599,848,737,498,431,791,376,742,644,787,672,596,493
"Bloc1s6",957,1450,1538,1151,2251,1358,1270,1703,1237,1770,1700,2296,1555,1376,1616
"Blvra",854,829,932,1021,1053,795,823,1135,788,1148,656,897,718,641,722
"Blvrb",2597,1874,1173,2439,2313,707,731,1156,587,899,864,822,990,653,931
"Blzf1",1970,2220,3163,2469,2838,4766,2659,3783,4440,3221,5192,5299,6070,2895,2182
"Bmf",367,220,207,273,445,333,152,461,335,444,261,431,451,136,283
"Bmi1",2017,2408,1398,2086,2454,2447,1178,2192,2060,1651,2859,2937,3528,1349,1232
"Bmp1",12199,11757,2541,12503,13587,337,308,416,366,409,467,331,298,776,1978
"Bmp10",0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
"Bmp15",111,73,47,117,80,9,7,19,0,0,62,30,13,0,21
"Bmp2",8331,7895,975,8430,6362,1192,561,1006,1118,570,803,638,1253,531,1958
"Bmp2k",1799,2252,2169,1575,2893,2012,1589,2187,2041,1804,1227,1830,1612,1696,1781
"Bmp3",181,398,1657,215,611,1817,1811,1703,1795,1100,1353,819,1911,2010,1632
"Bmp4",4739,4348,510,5055,3745,12,38,20,9,66,167,171,170,295,1423
"Bmp5",0,9,0,6,53,0,0,0,0,0,0,15,9,0,0
"Bmp6",1413,2621,153,1214,1468,4,0,45,5,17,10,60,4,30,239
"Bmp7",774,1250,3032,766,1827,1822,2203,2287,1782,2621,3599,4580,3598,4746,3644
"Bmp8a",186,25,40,44,162,85,92,20,62,33,0,0,31,58,52
"Bmp8b",0,0,167,0,150,179,145,190,248,241,189,191,122,370,166
"Bmper",1265,2282,510,1304,3532,12,11,11,18,65,0,25,0,0,134
"Bmpr1a",7969,8234,10119,9266,9867,11657,8904,13985,10446,11993,8840,12048,9880,5523,6508
"Bmpr1b",171,333,9594,565,4326,11786,10023,13207,10803,11578,9047,10893,11126,9590,6379
"Bmpr2",688,593,266,570,505,199,253,261,228,190,103,161,281,129,128
"Bms1",1703,2614,3651,2640,3339,3974,3079,4106,3669,3536,3087,2859,3373,2510,2343
"Bmx",0,0,0,10,4,0,0,0,3,0,17,0,4,0,0
"Bmyc",1707,1793,1321,1330,1617,715,893,972,570,981,547,824,605,690,932
"Bnc1",41,0,0,51,4,0,0,0,0,0,0,0,0,0,0
"Bnc2",1169,1347,134,1734,1230,0,15,21,5,9,31,15,46,1,200
"Bnip1",442,400,592,560,851,791,436,743,655,733,771,967,767,576,690
"Bnip2",7275,6988,2696,8175,6010,2272,1435,2567,2301,2054,1791,2790,2802,1011,1961
"Bnip3",3254,1870,2232,3739,2139,2257,1615,3325,1828,2563,3029,3291,2928,2097,2088
"Bnip3l",5417,5043,4899,8429,5772,6230,4351,6893,5314,5522,6917,6204,6246,3235,3599
"Bnipl",9,2,634,30,525,1030,756,1116,885,1105,668,892,1141,815,1078
"Boc",5451,6384,3381,6480,4381,1133,1232,2015,1291,1465,1094,1637,1100,2211,1923
"Bod1",3109,2808,3849,3138,3854,4465,3917,4170,3946,4103,3981,4146,4813,4965,3865
"Bod1l",4100,3358,1835,4176,4400,2894,2491,3391,2426,2254,2310,2539,2683,453,1567
"Bok",4855,3024,3909,4483,3785,3903,2726,3529,3576,2365,1711,1391,2399,2862,2411
"Bola1",497,260,408,468,533,349,347,430,257,473,511,755,560,312,432
"Bola2",322,306,382,291,461,241,349,277,183,285,453,608,324,367,444
"Bola3",605,415,483,495,425,370,342,512,259,393,467,539,489,343,465
"Boll",0,2,0,0,1,14,0,20,5,3,25,26,12,19,0
"Bop1",1364,2259,3475,1471,2735,2952,2945,2901,2788,2604,2502,2970,2647,3568,3929
"Bora",418,450,1043,345,1183,943,1342,1367,966,1616,763,685,785,1146,969
"Bpgm",3722,1215,2187,9144,1682,1098,1192,6975,1600,1178,8056,15749,6252,2096,2160
"Bphl",672,897,2091,683,1666,2773,2288,2798,2445,2679,2524,2894,2932,2859,2941
"Bpi",0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
"Bpifa1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Bpifa2",1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"Bpifa3",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Bpifa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifa6",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Bpifb1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb2",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Bpifb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifb5",257,113,26,242,300,0,0,0,0,3,20,12,8,0,91
"Bpifb6",0,0,16,0,10,0,0,0,0,0,0,0,0,40,1
"Bpifb9a",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Bpifb9b",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bpifc",0,0,10,2,1,49,15,2,22,14,40,4,92,73,41
"Bpnt1",1353,1680,4250,1415,3345,4792,3823,4656,4310,4859,4810,6039,5470,4722,4979
"Bptf",1762,1302,1140,1653,2225,1231,1283,1067,1164,1242,819,684,1039,611,1452
"Braf",2734,3962,3875,3808,5726,6160,4567,6423,6127,4331,5171,5917,6011,2103,3236
"Brap",2324,2693,4812,2895,3535,5828,4224,5408,5451,4452,4659,4219,5335,5397,4875
"Brat1",6,9,7,4,8,5,1,5,7,7,8,3,5,4,7
"Brca1",796,680,2030,645,2692,1067,2336,2148,1203,2699,672,1037,642,871,1993
"Brca2",495,1120,1308,899,2184,1559,2250,2662,1413,1951,668,851,687,419,1057
"Brcc3",1482,1753,2783,2433,2791,3138,2277,4044,2696,3284,3083,4732,3253,1358,2199
"Brd1",3309,3822,6984,3551,3902,6671,4191,5296,7670,4608,3876,3415,5403,5979,4539
"Brd2",39560,31103,29689,47320,35691,42546,23776,28846,42616,28199,42949,29005,57573,35377,37311
"Brd3",2757,2813,3076,3162,3783,3192,2694,3493,3340,3176,2226,2426,2337,1853,3185
"Brd4",4348,4742,9877,4235,9217,9184,8187,7247,9246,7305,4985,4019,6141,8962,10014
"Brd7",1329,1252,2115,1100,1616,2230,1686,2060,2131,1913,2217,2224,2099,1121,1975
"Brd8",3951,4787,5596,4630,6049,7153,4919,8462,6853,6500,4978,5900,6400,4092,5131
"Brd9",2211,2614,1841,2845,2484,2252,1964,2549,1993,2190,2110,1989,1989,1631,1699
"Brdt",213,182,170,419,237,58,36,91,94,77,122,173,108,31,150
"Bre",819,785,1328,764,1475,1342,1082,1523,1200,1223,1081,1074,1196,900,1682
"Brf1",2437,3042,2903,2707,3068,4468,2673,4439,4269,3374,3394,4106,4293,2706,2708
"Brf2",255,321,385,357,226,310,326,263,314,207,319,561,229,455,294
"Bri3",262,194,152,284,219,137,107,199,134,122,190,126,161,116,157
"Bri3bp",757,816,1302,751,1462,1321,1051,1356,1064,1373,1294,1098,1555,1267,1633
"Bricd5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brip1",147,693,833,384,1908,614,1032,1177,496,1667,413,526,405,403,1499
"Brix1",3562,3373,4099,4418,3968,7220,4513,5956,6222,4668,6798,4932,7701,3772,3876
