#1.2							
16155	6						
NAME	Description	A-Erg3	A-Erg4	A-Erg5	A-Nrm4	A-Nrm5	A-Nrm6
ELMO1	NA	1114	2653	3559	432	413	361
ELMO2	NA	1860	1566	1811	3560	3223	2196
ELMO3	NA	152	587	513	446	405	675
ELMOD1	NA	0	0	0	1	2	1
ELMOD2	NA	639	506	400	1118	1038	725
ELMOD3	NA	448	420	424	1078	879	646
ELMSAN1	NA	625	1147	1914	602	511	602
ELOF1	NA	1424	1893	1903	2857	2548	1525
ELOVL1	NA	3072	2704	2491	6258	5641	2976
ELOVL2	NA	38	1	14	8	0	39
ELOVL3	NA	1	3	6	0	16	3
ELOVL4	NA	24	17	134	266	203	87
ELOVL5	NA	5068	6710	7791	5359	5880	2439
ELOVL6	NA	146	522	552	357	402	768
ELOVL7	NA	103	402	264	280	295	1496
ELP2	NA	1208	2050	1882	4370	3781	1699
ELP3	NA	527	1019	757	2839	1730	1081
ELP4	NA	330	321	342	802	633	525
ELP5	NA	1527	1676	2104	3807	3012	1932
ELP6	NA	133	228	194	298	289	237
ELTD1	NA	21	55	96	12	0	7
EMB	NA	3840	12376	12104	470	596	743
EMC1	NA	1733	1655	2040	2520	2371	2038
EMC10	NA	1073	868	1067	1209	1208	863
EMC2	NA	2177	2467	2793	5574	4340	2295
EMC3	NA	3348	2880	3204	5529	5566	3339
EMC4	NA	1196	1756	1817	2994	2427	1647
EMC6	NA	1007	1573	1883	1327	1411	915
EMC7	NA	2055	2262	2409	4626	3995	2260
EMC8	NA	707	588	802	1484	1402	791
EMC9	NA	183	214	161	695	447	274
EMCN	NA	210	127	211	243	392	77
EMD	NA	2950	3209	4592	1554	1127	5047
EME1	NA	14	106	53	33	22	7
EME2	NA	205	316	267	565	443	291
EMG1	NA	1622	4005	4329	3362	2683	1571
EMID1	NA	1	118	91	50	25	29
EMILIN1	NA	2489	298	307	2439	3950	1639
EMILIN2	NA	2852	1139	1038	6130	2814	2214
EMILIN3	NA	0	0	0	15	8	7
EML1	NA	722	242	412	2357	2677	1370
EML2	NA	524	603	394	620	705	725
EML3	NA	444	585	692	668	552	438
EML4	NA	630	1120	1187	545	601	578
EML5	NA	5	202	134	115	62	60
EML6	NA	6	66	50	50	40	48
EMP1	NA	15698	3188	4984	23778	23547	10691
EMP2	NA	1137	954	766	6313	5660	3348
EMP3	NA	3673	4012	3896	15347	10545	5455
EMR1	NA	10214	3980	6327	160	52	1539
EMX1	NA	0	0	0	0	0	0
EMX2	NA	68	7	13	136	80	67
EN1	NA	3	0	0	14	14	2
EN2	NA	0	0	5	0	0	0
ENAH	NA	91	79	87	266	176	264
ENAM	NA	0	0	5	0	0	0
ENC1	NA	1405	665	787	1016	747	786
ENDOD1	NA	1447	1419	1603	2219	1935	946
ENDOG	NA	19	12	10	23	38	24
ENDOU	NA	50	54	25	34	75	13
ENDOV	NA	237	424	419	348	350	530
ENG	NA	1083	178	359	1091	1112	890
ENGASE	NA	65	281	274	733	490	154
ENHO	NA	47	45	53	75	59	72
ENKD1	NA	48	63	69	133	86	62
ENKUR	NA	36	53	96	298	211	129
ENO1	NA	53	97	75	52	59	29
ENO2	NA	449	61	58	1116	1105	519
ENO3	NA	207	559	523	214	139	106
ENO4	NA	8	12	12	8	23	3
ENOPH1	NA	837	830	929	1199	1373	723
ENOX1	NA	217	29	41	475	705	215
ENOX2	NA	306	287	449	746	382	426
ENPEP	NA	39	37	44	1513	925	541
ENPP1	NA	2181	750	745	735	1422	725
ENPP2	NA	423	206	257	9410	5855	3803
ENPP3	NA	643	214	243	3314	1631	890
ENPP4	NA	726	1463	1868	955	1022	682
ENPP5	NA	1151	2617	2216	2273	1945	1470
ENPP6	NA	2	92	28	15	45	3
ENPP7	NA	0	0	0	0	0	0
ENSA	NA	3082	3812	4596	5612	5663	3420
ENTHD1	NA	187	116	365	2	6	0
ENTHD2	NA	131	161	341	239	172	154
ENTPD1	NA	4259	4034	4474	1827	1372	925
ENTPD2	NA	5215	729	840	29936	29517	11016
ENTPD3	NA	416	306	211	417	500	83
ENTPD4	NA	11	6	1	10	5	4
ENTPD5	NA	612	940	835	2675	1860	1635
ENTPD6	NA	671	1539	1565	572	453	393
ENTPD7	NA	1350	769	1126	932	757	423
ENTPD8	NA	1	19	19	0	6	0
ENY2	NA	1456	1564	1685	2532	2237	1617
EOGT	NA	335	149	361	848	677	705
EOMES	NA	106	645	740	0	20	0
EP300	NA	400	772	745	543	443	323
EP400	NA	1696	2859	3708	1894	1613	1603
EPAS1	NA	2317	1277	1509	5304	5046	2676
EPB41	NA	1866	2476	3647	841	869	499
EPB41L1	NA	192	118	231	604	526	423
EPB41L2	NA	3472	1186	2070	6956	6272	3130
EPB41L3	NA	263	36	37	1179	800	496
EPB41L4A	NA	103	119	82	107	17	376
EPB41L4B	NA	85	38	54	289	174	146
EPB41L5	NA	329	381	299	802	830	512
EPB42	NA	2	44	26	2	28	2
EPC1	NA	1355	1322	1971	999	825	963
EPC2	NA	769	838	1067	1054	886	786
EPCAM	NA	648	3116	3365	1418	1213	1075
EPDR1	NA	1182	99	107	1900	1332	813
EPG5	NA	377	321	614	525	332	471
EPGN	NA	85	30	16	0	0	153
EPHA1	NA	75	55	102	1541	925	989
EPHA10	NA	1	5	14	18	10	0
EPHA2	NA	766	318	429	30	43	2665
EPHA3	NA	10	17	43	126	153	126
EPHA4	NA	187	303	281	250	551	272
EPHA5	NA	1	2	1	0	9	0
EPHA6	NA	1	1	4	3	2	0
EPHA7	NA	171	16	99	105	156	131
EPHA8	NA	6	0	0	1	1	1
EPHB1	NA	1	2	10	1	16	35
EPHB2	NA	291	32	18	211	172	71
EPHB3	NA	161	42	13	245	230	252
EPHB4	NA	349	149	168	705	539	421
EPHB6	NA	375	230	182	97	153	522
EPHX1	NA	2250	1559	1896	10576	7843	5596
EPHX2	NA	171	64	68	180	233	126
EPHX3	NA	9	1	28	14	6	2
EPHX4	NA	7	137	41	52	26	8
EPM2A	NA	0	0	1	0	5	0
EPM2AIP1	NA	473	880	816	979	944	665
EPN1	NA	319	295	420	283	261	212
EPN2	NA	678	286	230	3476	3182	1831
EPN3	NA	32	147	93	147	196	76
EPO	NA	0	0	0	0	0	0
EPOR	NA	1	5	26	29	6	64
EPPIN-WFDC6	NA	0	0	0	100	126	43
EPPK1	NA	106	195	81	339	230	402
EPRS	NA	8801	6578	7840	13281	11398	6534
EPS15	NA	2570	3249	4076	6879	6261	4582
EPS15L1	NA	856	964	1226	1809	1579	1335
EPS8	NA	1343	399	763	1015	1093	996
EPS8L1	NA	40	96	122	107	62	96
EPS8L2	NA	132	397	329	420	266	2216
EPS8L3	NA	9	51	6	5	0	0
EPSTI1	NA	2676	7071	7606	81	29	287
EPT1	NA	870	871	1224	1780	1655	2581
EPX	NA	0	0	0	2	17	0
EPYC	NA	4740	460	425	3155	2876	868
EQTN	NA	0	4	6	0	1	7
ERAL1	NA	654	1208	1250	1441	1298	620
ERAP1	NA	1450	2690	3079	3570	2288	1346
ERAS	NA	2	0	4	0	0	0
ERBB2	NA	171	171	244	659	621	366
ERBB2IP	NA	3087	3333	4515	3493	2774	3048
ERBB3	NA	12	91	138	104	121	92
ERBB4	NA	0	0	4	1	3	1
ERC1	NA	508	602	652	1147	728	565
ERC2	NA	6	1	35	17	30	9
ERCC1	NA	1090	1105	1018	1611	1257	852
ERCC2	NA	178	292	210	343	250	194
ERCC3	NA	501	802	714	877	703	409
ERCC4	NA	374	649	677	849	815	369
ERCC5	NA	277	511	650	1026	1055	866
ERCC6	NA	203	527	501	249	266	258
ERCC6L	NA	208	232	297	121	77	29
ERCC6L2	NA	522	607	751	1068	799	589
ERCC8	NA	103	218	168	183	257	83
EREG	NA	426	43	91	19	0	62
ERF	NA	48	38	33	85	78	78
ERG	NA	37	32	26	0	2	0
ERGIC1	NA	3562	2620	2914	11000	7941	4647
ERGIC2	NA	2808	3575	3958	5844	5329	2916
ERGIC3	NA	6007	4654	4043	12339	10762	5384
ERH	NA	709	1087	1076	1311	1150	718
ERI1	NA	811	1004	1099	538	564	492
ERI2	NA	145	136	145	617	486	404
ERI3	NA	1339	1159	941	3095	2249	1650
ERICH1	NA	233	399	489	547	462	292
ERICH2	NA	0	3	14	1	12	44
ERLEC1	NA	1161	1181	1031	2212	1773	874
ERLIN1	NA	850	664	1312	2218	2021	961
ERLIN2	NA	2016	1688	1638	5163	4250	2750
ERMAP	NA	268	24	153	14	35	9
ERMN	NA	0	0	9	6	3	0
ERMP1	NA	567	1112	893	1538	1171	1073
ERN1	NA	220	167	362	147	227	164
ERN2	NA	32	203	98	2	9	15
ERO1L	NA	2305	1910	1909	1039	944	741
ERO1LB	NA	296	754	956	366	264	158
ERP27	NA	5	9	11	1	1	2
ERP44	NA	3473	4276	4036	8848	8113	3996
ERRFI1	NA	6229	1777	2696	40007	29553	30040
ESAM	NA	37	91	130	33	23	290
ESCO1	NA	1828	4419	4960	2056	1289	1112
ESCO2	NA	67	392	313	94	70	87
ESD	NA	4794	3929	3920	6922	5620	3668
ESF1	NA	937	1776	2050	2305	2395	1417
ESM1	NA	71	384	323	0	9	5
ESPL1	NA	306	264	281	214	104	90
ESPN	NA	17	48	41	3	14	7
ESPNL	NA	8	2	1	0	1	0
ESR1	NA	1630	224	249	439	577	391
ESR2	NA	2	4	42	13	36	0
ESRP1	NA	77	483	257	420	346	458
ESRP2	NA	12	110	89	111	102	58
ESRRB	NA	0	1	0	1	3	0
ESRRG	NA	16	88	7	66	30	0
ESYT1	NA	1537	3046	3458	2325	1939	1177
ESYT2	NA	1723	1917	2589	3552	3664	2194
ESYT3	NA	45	67	59	82	186	107
ETAA1	NA	69	172	326	101	207	82
ETF1	NA	6246	4484	5832	5204	4062	6926
ETFA	NA	3211	3214	3581	11480	7811	4806
ETFB	NA	2649	3969	3695	9317	7079	4654
ETFDH	NA	898	1179	946	3596	2791	1638
ETHE1	NA	829	743	667	886	901	1319
KIAA1217	NA	232	308	228	755	574	534
ETNK1	NA	1184	2328	2324	1351	1296	736
ETNK2	NA	9	19	29	95	117	73
ETS1	NA	5355	25265	32408	2594	2712	3524
ETS2	NA	6361	3014	4017	1931	2067	5722
ETV1	NA	92	19	69	223	563	372
ETV2	NA	0	0	0	0	1	0
ETV3	NA	2476	2148	3331	902	521	1730
ETV4	NA	180	5	10	31	92	335
ETV5	NA	810	312	447	515	771	567
ETV6	NA	2335	1630	1939	927	1044	911
EVA1A	NA	242	410	314	44	146	406
EVA1B	NA	684	243	297	775	839	524
EVA1C	NA	14	15	15	276	550	164
EVC	NA	292	50	42	1383	1128	669
EVC2	NA	218	27	45	660	571	631
EVI2A	NA	2969	6337	6306	141	44	871
EVI2B	NA	2928	5587	5869	38	55	159
EVI5	NA	523	245	207	1248	1277	716
EVL	NA	557	2206	2272	25	81	82
EVPL	NA	9	8	31	35	25	63
EVX1	NA	2	6	11	13	11	0
EVX2	NA	0	2	2	2	11	2
EXD1	NA	27	17	45	163	23	85
EXD2	NA	567	515	581	1507	1549	768
EXO1	NA	27	85	227	56	99	6
EXO5	NA	269	346	389	847	491	341
EXOC1	NA	1038	1133	1289	1959	1646	1259
EXOC2	NA	1308	2029	2726	2245	1774	1359
EXOC3	NA	1525	1997	2088	3873	3817	1850
EXOC3L1	NA	24	67	87	14	6	8
EXOC3L4	NA	150	32	61	253	131	76
EXOC4	NA	1893	2581	2245	2998	2377	1197
EXOC5	NA	1123	1248	1685	1555	1517	1189
EXOC6	NA	908	1160	1665	544	300	420
EXOC6B	NA	546	677	319	3022	1835	1428
EXOC7	NA	921	1522	1354	3218	2287	1336
EXOC8	NA	253	628	755	710	584	375
EXOG	NA	201	334	517	551	557	236
EXOSC1	NA	725	1307	1009	1559	1769	962
EXOSC10	NA	1495	2029	2132	3247	2327	1530
EXOSC2	NA	541	1093	1412	1279	1261	616
EXOSC3	NA	425	1049	1063	803	640	388
EXOSC4	NA	701	1233	1336	1743	1255	754
EXOSC5	NA	873	1649	1531	1460	1089	702
EXOSC6	NA	25	34	38	27	18	20
EXOSC7	NA	438	1256	984	2083	1772	1150
EXOSC8	NA	1229	2287	2246	1948	1672	1183
EXOSC9	NA	644	1250	1408	1648	1342	835
EXPH5	NA	13	121	32	311	291	50
EXT1	NA	1572	500	477	3261	2331	1753
EXT2	NA	853	578	426	1827	1568	986
EXTL1	NA	21	64	38	32	36	13
EXTL2	NA	1015	348	338	3682	3026	1699
EXTL3	NA	1625	1072	1587	2216	2506	1330
EYA1	NA	53	40	76	213	299	152
EYA2	NA	289	1227	1071	1642	802	636
EYA3	NA	665	771	1287	302	339	221
EYA4	NA	121	47	59	462	236	152
EZH1	NA	1163	1499	1926	3204	2569	1720
EZH2	NA	324	797	846	252	246	220
EZR	NA	8103	16270	18344	14120	13356	13070
F10	NA	1291	1125	638	11	5	4
F11	NA	0	0	0	0	0	0
F11R	NA	4118	3317	2999	2887	2101	8584
F12	NA	0	0	10	0	0	0
F13A1	NA	2724	1097	1165	784	228	7777
F13B	NA	1	0	0	0	6	0
F2	NA	0	5	0	0	3	2
F2R	NA	6068	3194	4435	1708	6166	3154
F2RL1	NA	194	313	361	265	127	1825
F2RL2	NA	36	433	438	19	9	13
F2RL3	NA	14	29	25	0	2	5
F3	NA	2545	705	418	14481	10893	9350
F5	NA	154	259	260	20	20	2
F7	NA	132	52	114	8	7	1
F8	NA	11	51	78	82	64	82
F8A2	NA	92	114	96	157	151	120
F9	NA	60	22	71	0	8	0
FA2H	NA	4	0	15	9	21	20
FABP1	NA	0	1	13	0	0	0
FABP12	NA	0	12	20	0	26	0
FABP2	NA	0	2	10	1	0	4
FABP3	NA	25	3	10	33	40	13
FABP4	NA	80	221	299	288	1270	197
FABP5	NA	830	575	562	238	230	297
FABP6	NA	2	47	29	7	11	4
FABP7	NA	1	1	0	0	0	0
FABP9	NA	0	0	9	0	6	0
FADD	NA	254	426	268	643	513	313
FADS1	NA	1505	466	587	2775	2724	2895
FADS2	NA	198	53	49	697	728	679
FADS3	NA	362	87	74	972	663	356
FADS6	NA	2	1	4	20	22	3
FAF1	NA	312	525	706	671	592	349
FAF2	NA	2292	2113	2396	4300	3627	2254
FAH	NA	484	287	247	360	741	860
FAHD1	NA	103	173	78	855	463	368
FAHD2B	NA	401	611	618	674	452	608
FAIM	NA	656	1438	1372	604	552	339
FAIM2	NA	45	39	18	348	515	112
FAIM3	NA	51	1147	1217	0	1	35
ZNF664-FAM101A	NA	12	2	28	18	12	8
FAM101B	NA	535	652	687	241	385	618
FAM102A	NA	903	5112	5409	1413	1117	1111
FAM102B	NA	1467	820	1017	10073	8867	4301
FAM103A1	NA	1254	2019	2257	2361	2017	1160
FAM104A	NA	636	405	610	993	778	683
FAM105A	NA	2544	2225	2802	271	322	229
FAM107A	NA	0	0	0	19	37	8
FAM109A	NA	104	88	62	383	267	206
FAM109B	NA	312	92	125	1512	1076	590
FAM110A	NA	1072	1353	1325	904	871	814
FAM110B	NA	284	112	86	412	488	391
FAM110C	NA	251	143	92	152	221	972
FAM111A	NA	1201	2553	2223	2514	1338	824
FAM114A1	NA	3188	885	941	13119	10003	3884
FAM114A2	NA	1822	1840	2237	4118	3496	2601
FAM117A	NA	86	402	405	447	306	184
FAM117B	NA	1080	1123	1486	527	613	487
FAM118A	NA	235	846	1078	727	889	734
FAM118B	NA	676	1206	897	1141	1046	756
FAM120A	NA	3030	3430	3648	4386	3623	2980
FAM120B	NA	1310	2369	2392	3755	3131	1759
FAM120C	NA	124	282	197	594	676	300
FAM122A	NA	128	163	186	207	270	173
FAM122B	NA	84	245	213	214	211	75
FAM124A	NA	32	66	17	874	576	372
FAM124B	NA	4	70	188	0	1	0
FAM126A	NA	858	554	844	1321	1201	745
FAM126B	NA	436	859	925	1192	1434	967
FAM129A	NA	1451	2508	2771	4430	2591	1533
FAM129B	NA	2148	739	812	1764	1586	1193
FAM129C	NA	7	83	125	33	1	39
FAM131A	NA	103	86	114	300	279	172
FAM131B	NA	8	1	0	141	113	57
FAM131C	NA	6	0	0	0	0	0
FAM132A	NA	343	179	203	433	496	320
FAM132B	NA	2	11	19	3	10	5
FAM133B	NA	646	996	1500	968	953	884
FAM134A	NA	550	560	984	984	859	581
FAM134B	NA	3664	4441	5918	1113	922	844
FAM134C	NA	686	1078	1271	770	814	798
FAM135A	NA	276	188	171	760	601	564
FAM135B	NA	0	1	21	8	3	0
FAM136A	NA	822	1632	1670	2753	2508	1000
FAM13B	NA	383	390	527	461	403	415
FAM13C	NA	96	7	9	866	677	314
FAM149A	NA	178	47	99	882	672	590
FAM149B1	NA	393	628	544	815	733	549
FAM150A	NA	0	0	0	0	1	0
FAM150B	NA	0	0	1	562	318	396
FAM151A	NA	0	7	1	8	8	0
FAM151B	NA	2	10	4	11	21	3
FAM154A	NA	6	13	28	7	19	1
FAM154B	NA	2	17	18	188	82	104
FAM155A	NA	0	13	49	49	40	5
FAM159A	NA	4	8	23	1	1	0
FAM159B	NA	0	4	2	0	1	0
FAM160A1	NA	65	88	147	83	60	77
FAM160A2	NA	283	602	749	935	848	567
FAM160B1	NA	530	663	710	1119	918	681
FAM160B2	NA	416	591	599	668	336	432
FAM161A	NA	155	85	99	581	383	590
FAM161B	NA	57	59	67	74	145	81
FAM162A	NA	1286	1786	1430	2134	1748	1151
FAM162B	NA	0	0	1	0	2	0
FAM163A	NA	35	15	2	6	4	0
FAM163B	NA	1	0	0	0	0	0
FAM166A	NA	2	2	5	11	2	9
FAM166B	NA	3	0	0	3	6	0
FAM167A	NA	189	125	200	841	368	202
FAM167B	NA	47	69	61	0	0	4
FAM168A	NA	1238	974	1602	2460	2234	1311
FAM168B	NA	1448	1960	2372	1653	1450	1358
FAM169A	NA	23	9	91	15	38	118
FAM170A	NA	0	0	0	0	0	0
FAM170B	NA	4	19	16	0	0	0
FAM171A1	NA	182	33	66	1897	1071	569
FAM171A2	NA	4	11	8	30	23	3
FAM171B	NA	86	57	80	1479	1147	501
FAM172A	NA	744	1046	1414	1691	1361	881
FAM173A	NA	1158	2159	2252	1672	1343	1218
FAM173B	NA	250	733	414	948	830	320
FAM174A	NA	613	484	880	534	452	384
FAM174B	NA	130	506	384	592	696	266
FAM175A	NA	301	321	594	624	704	354
FAM175B	NA	869	1035	1240	1746	1533	768
FAM178A	NA	2542	1414	2684	1702	1574	1086
FAM178B	NA	29	19	34	115	72	66
FAM179A	NA	1	45	12	0	7	8
FAM179B	NA	583	846	1458	1490	1491	670
FAM180A	NA	1487	107	91	1857	2879	590
FAM181A	NA	0	0	0	0	0	2
FAM181B	NA	19	0	2	12	5	0
FAM184A	NA	3	5	23	22	166	63
FAM185A	NA	40	150	242	57	153	112
FAM186B	NA	12	5	28	8	4	1
FAM188A	NA	1043	1184	1440	1491	1428	1103
FAM188B	NA	165	45	38	1243	1175	603
FAM189A1	NA	28	15	170	155	380	114
FAM189A2	NA	112	115	44	224	144	46
FAM189B	NA	532	2369	2909	1210	944	486
FAM192A	NA	1185	1919	1817	2130	1961	1220
FAM193A	NA	455	745	769	775	817	490
FAM195A	NA	94	89	87	348	276	171
FAM195B	NA	1944	1503	1693	6141	5396	3189
FAM196A	NA	28	44	63	105	154	70
FAM196B	NA	3	50	118	12	14	1
FAM198A	NA	22	10	67	392	430	76
FAM198B	NA	1883	122	187	6016	5409	2680
FAM199X	NA	149	317	128	734	521	401
FAM19A1	NA	2	0	7	37	89	2
FAM19A2	NA	6	16	66	4	7	0
FAM19A3	NA	38	81	147	6	9	10
FAM19A4	NA	0	0	0	0	0	0
FAM19A5	NA	8	1	0	69	120	48
FAM207A	NA	487	597	598	534	632	369
FAM209B	NA	9	4	14	6	7	21
FAM20A	NA	1054	226	241	1148	1193	685
FAM20B	NA	786	1030	1101	2505	2254	1854
FAM20C	NA	505	86	278	1278	832	626
FAM21C	NA	2096	2001	2202	3548	2712	1585
FAM210A	NA	730	853	1029	2017	2042	1124
FAM210B	NA	740	1214	1176	1566	1201	677
FAM212A	NA	100	45	78	236	223	115
FAM212B	NA	33	48	59	52	37	8
FAM213A	NA	2190	1163	1128	1001	1201	1216
FAM213B	NA	388	281	360	727	411	692
FAM214A	NA	612	771	815	1594	1152	960
FAM214B	NA	621	470	630	464	319	347
FAM216A	NA	303	267	241	683	596	324
FAM216B	NA	0	0	1	1	5	0
FAM217A	NA	0	21	30	2	6	11
FAM217B	NA	165	99	99	20	51	28
FAM219A	NA	33	18	11	32	23	7
FAM219B	NA	779	874	1046	2049	1818	1076
FAM220A	NA	283	349	218	825	684	459
FAM221A	NA	95	181	136	202	136	99
FAM221B	NA	1	0	0	4	5	3
FAM222A	NA	37	3	40	53	13	37
FAM222B	NA	532	756	749	897	616	390
FAM227A	NA	19	52	20	44	76	11
FAM227B	NA	0	0	0	0	4	0
FAM228A	NA	0	1	1	1	2	0
FAM228B	NA	12	1	4	10	4	21
FAM229A	NA	0	0	0	6	6	4
FAM229B	NA	121	55	48	356	250	163
FAM26D	NA	0	0	1	0	1	0
FAM26E	NA	455	59	25	1590	1361	611
FAM26F	NA	307	930	1033	24	25	59
FAM32A	NA	4069	3989	4037	7068	5585	2776
FAM35A	NA	73	169	264	390	188	234
FAM3A	NA	847	722	555	2139	1594	938
FAM3B	NA	19	285	248	118	85	7
FAM3C	NA	1538	2410	2127	2245	2061	1399
FAM43A	NA	155	476	440	115	95	188
FAM43B	NA	0	0	0	1	10	0
FAM45A	NA	1506	1940	2510	4517	3637	1921
FAM46A	NA	2026	3521	3876	3584	2433	1677
FAM46B	NA	66	126	70	597	392	386
FAM46C	NA	2434	2858	3696	1195	1278	763
FAM46D	NA	0	0	0	0	0	0
FAM47A	NA	0	0	0	0	0	0
FAM47E	NA	0	5	14	15	30	345
FAM49A	NA	2231	1728	2492	1843	2660	1278
FAM49B	NA	1697	3661	3946	271	200	354
FAM50A	NA	1984	2064	2322	1949	1282	1119
FAM50B	NA	0	0	0	0	0	0
FAM53A	NA	461	1044	1037	1590	979	736
FAM53B	NA	375	1003	1095	685	678	315
FAM53C	NA	2476	1986	3495	3010	2563	2291
FAM57A	NA	72	118	94	154	152	104
FAM57B	NA	1	0	5	19	26	8
FAM58A	NA	455	798	998	1205	977	635
FAM60A	NA	174	535	498	155	179	293
FAM63A	NA	2091	1378	1825	6644	4170	2824
FAM63B	NA	891	1299	1679	1745	1330	1112
FAM64A	NA	75	159	203	192	206	84
FAM65A	NA	874	341	372	1493	1187	668
FAM65B	NA	703	3208	3113	16	62	118
FAM65C	NA	14	13	2	13	5	23
FAM69A	NA	957	3469	4020	2954	2385	1109
FAM69B	NA	42	27	31	50	98	21
FAM69C	NA	6	7	7	0	12	0
FAM71A	NA	104	81	170	300	306	203
FAM71B	NA	1	46	21	1	0	0
FAM71D	NA	0	0	0	1	5	4
FAM71E1	NA	14	14	28	19	25	42
FAM71E2	NA	0	1	0	0	3	0
FAM71F1	NA	0	0	0	4	0	6
FAM71F2	NA	518	79	140	7	2	12
FAM72A	NA	53	31	57	69	113	31
FAM73A	NA	52	275	264	305	340	246
FAM73B	NA	252	210	249	605	654	478
FAM76A	NA	1859	1406	2204	2026	2030	1779
FAM76B	NA	566	1108	1168	821	699	562
FAM78A	NA	68	1204	1225	0	0	1
FAM78B	NA	46	8	2	43	65	39
FAM81A	NA	27	15	30	15	33	18
FAM83A	NA	19	99	104	1	14	0
FAM83B	NA	10	41	39	72	26	179
FAM83C	NA	10	2	0	15	17	13
FAM83D	NA	152	194	312	166	83	88
FAM83E	NA	14	105	129	1	13	21
FAM83F	NA	86	35	54	15	27	29
FAM83G	NA	33	40	49	47	21	411
FAM83H	NA	40	72	105	119	26	315
FAM84A	NA	288	1328	1126	517	252	438
FAM84B	NA	365	877	910	452	591	652
FAM89A	NA	1	7	5	1	0	0
FAM89B	NA	744	409	552	1079	1049	689
FAM92A1	NA	721	785	589	1735	1720	893
FAM92B	NA	0	0	0	0	0	6
FAM96A	NA	2844	5676	4824	3141	2699	1393
FAM96B	NA	1267	1674	1911	1703	1396	1181
FAM98A	NA	493	487	638	1089	1045	436
FAM98B	NA	286	380	324	358	382	193
FAM98C	NA	72	61	148	96	90	75
FAN1	NA	33	55	72	68	66	45
FANCA	NA	48	72	73	27	48	33
FANCB	NA	35	59	66	116	199	63
FANCC	NA	256	260	303	1351	996	407
FANCD2	NA	65	148	47	59	42	6
FANCE	NA	55	31	74	126	95	92
FANCF	NA	7	96	67	16	36	32
FANCG	NA	260	694	632	315	306	159
FANCI	NA	55	38	72	37	55	22
FANCL	NA	213	546	647	584	418	338
FANCM	NA	107	175	242	268	191	162
FANK1	NA	0	3	0	1	5	4
FAP	NA	1089	109	43	478	491	140
FAR1	NA	2828	3771	4369	7188	6204	4473
FAR2	NA	115	249	310	379	306	189
FARP1	NA	471	192	280	996	1027	548
FARP2	NA	84	69	94	387	271	154
FARS2	NA	747	659	785	1413	1190	836
FARSA	NA	1031	2780	2181	1466	1294	748
FARSB	NA	1008	2032	1775	3142	2728	1584
FAS	NA	2772	1872	2083	2836	2677	1689
FASLG	NA	703	6839	12700	0	0	6
FASN	NA	605	888	1249	1925	1444	1459
FASTK	NA	892	1265	1221	1614	1423	1179
FASTKD1	NA	65	149	159	317	336	153
FASTKD2	NA	735	902	1043	1520	1370	830
FASTKD3	NA	390	737	537	460	292	516
FASTKD5	NA	120	297	377	589	482	232
FAT1	NA	1423	398	448	1514	1007	1443
FAT2	NA	78	120	82	52	59	829
FAT3	NA	39	82	86	81	153	9
FAT4	NA	79	1	22	822	484	282
FAU	NA	336	531	595	439	459	318
FAXC	NA	50	11	23	90	66	44
FBF1	NA	172	256	115	517	421	366
FBL	NA	110	168	185	136	113	85
FBLIM1	NA	2662	498	548	774	2004	878
FBLN1	NA	19914	2049	1508	23249	20347	10755
FBLN2	NA	28160	1811	1710	34411	18297	11514
FBLN5	NA	2080	87	296	15305	10152	4879
FBLN7	NA	1000	117	77	783	1793	247
FBN1	NA	7421	371	748	68596	31807	19402
FBN2	NA	537	18	78	125	495	38
FBP1	NA	112	1143	944	423	383	169
FBP2	NA	18	249	133	47	22	29
FBRS	NA	582	774	1270	406	444	360
FBRSL1	NA	81	90	85	50	35	46
FBXL12	NA	411	1523	1969	429	506	356
FBXL13	NA	24	17	6	374	256	134
FBXL14	NA	295	751	743	434	357	232
FBXL15	NA	153	148	123	129	219	150
FBXL16	NA	15	16	33	49	46	10
FBXL17	NA	400	410	598	781	675	452
FBXL18	NA	116	146	121	378	210	93
FBXL19	NA	42	22	26	49	62	26
FBXL2	NA	42	34	78	6	16	8
FBXL20	NA	425	531	571	670	414	415
FBXL21	NA	19	146	136	25	16	34
FBXL3	NA	1417	1645	2149	1953	1716	1503
FBXL4	NA	486	382	517	1889	1321	808
FBXL5	NA	3185	3141	3363	5446	4408	2426
FBXL6	NA	410	532	653	467	394	261
FBXL7	NA	27	0	2	359	88	81
FBXL8	NA	348	675	585	635	380	286
FBXO10	NA	167	74	87	504	374	236
FBXO11	NA	1345	1701	2091	1799	1565	1141
FBXO15	NA	3	14	14	0	7	0
FBXO16	NA	7	23	17	115	58	0
FBXO17	NA	125	156	59	370	287	309
FBXO18	NA	1159	1027	1137	4317	3179	1712
FBXO2	NA	4	5	6	28	0	7
FBXO21	NA	281	507	494	959	925	601
FBXO22	NA	972	1366	1344	2310	2319	1097
FBXO24	NA	1	4	4	35	10	9
FBXO25	NA	322	521	408	1135	1020	457
FBXO27	NA	26	31	99	92	91	76
FBXO28	NA	415	630	527	654	473	272
FBXO3	NA	1205	1297	1442	4367	4156	2224
FBXO30	NA	1475	430	947	2198	2104	2125
FBXO31	NA	99	142	195	361	420	215
FBXO32	NA	1701	1103	1661	1882	3431	1554
FBXO33	NA	1079	1107	1240	980	964	1127
FBXO34	NA	910	1182	1003	1044	833	774
